image_id,classification,min,max,mean,sd,range,sum,zeroes,duplicates,mra_D1_min,mra_D1_max,mra_D1_mean,mra_D1_sd,mra_D1_range,mra_D1_zero,mra_D2_min,mra_D2_max,mra_D2_mean,mra_D2_sd,mra_D2_range,mra_D2_zero,mra_D3_min,mra_D3_max,mra_D3_mean,mra_D3_sd,mra_D3_range,mra_D3_zero,tri_min,tri_max,tri_mean,tri_sd,tri_range,var_sill,var_range,var_kappa,g,zeros,num_peaks,gradient_max,gradient_min,gradient_mean,gradient_stdev
1,high,2.26313776607867e-08,0.003163737244904,1.60770787602691e-05,8.37271409167292e-05,0.0031637146135263,0.88899814712784,0,0,-0.0006886018796309,0.001234991721533,9.8066480282667e-24,1.40860434055114e-05,0.001923593601164,0,-0.0010834344459368,0.0011452131424951,2.00889014138441e-23,2.09832758718357e-05,0.0022286475884319,0,-0.0008181798706854,0.0012127844550783,-6.3951251399736404e-24,2.9819915850425e-05,0.0020309643257637,0,6.651844445699559e-11,0.0054145670419089,1.63201505354597e-05,0.0001123910597656,0.0054145669753905,1.60706327576728e-08,0.488892971041659,0.3,0.946749252850084,0,8337,179.99999999999997,0.0,0.2347797927653613,4.1537514495565295
2,high,2.50013183489273e-08,0.00453811744228,2.0379952653751e-05,9.7127535179361e-05,0.0045380924409617,1.12692986194182,0,0,-0.0008351786010861,0.0015688792784284,7.15467203239078e-24,1.70493368814034e-05,0.0024040578795145,0,-0.0013237785231995,0.0018311790199984,-7.33892610602509e-24,2.42507947785021e-05,0.0031549575431979,0,-0.0008997142953732,0.0014392845450312,1.81726298879499e-23,3.20712823962192e-05,0.0023389988404045,0,4.9702974510884e-11,0.0071855827115441,1.92501613278196e-05,0.0001301491656914,0.0071855826618411,1.61412449857433e-08,0.276583636020717,0.4,0.936980441764185,0,8337,179.99999999999997,0.0,0.2347797927710668,4.1537514495550685
3,high,2.07848938060806e-08,0.005842549726367,2.79851484358663e-05,0.0001399272644252,0.0058425289414731,1.54746676790966,0,0,-0.0010446787499237,0.0019918689515492,-7.873055987471061e-24,2.21063007857789e-05,0.003036547701473,0,-0.0014389754476707,0.0022226220434043,4.5390532350431804e-24,3.39685055411212e-05,0.0036615974910751,0,-0.0008217780560455,0.0013767561239066,-3.97164749689456e-24,3.85943365520451e-05,0.0021985341799521,0,1.7748139363270598e-11,0.0089047156712196,2.55400236898909e-05,0.0001669762939259,0.0089047156534715,3.14428565885022e-08,0.209268477352294,0.4,0.937575107702365,0,8337,179.99999999999997,0.0,0.2347797927708221,4.1537514495555525
4,high,2.20337081913158e-08,0.0046170018613338,4.51757502431143e-05,0.0001876407443731,0.0046169798276256,2.49803828544325,0,0,-0.0010651555991555,0.0013553286416085,2.71094726362864e-23,2.86785042116236e-05,0.002420484240764,0,-0.0012844384814789,0.0016247434977903,1.15137211362748e-23,3.67594657731103e-05,0.0029091819792693,0,-0.0008800662913343,0.0010585456872401,-1.89682644788104e-23,4.18354629717745e-05,0.0019386119785744,0,2.49780146695416e-11,0.0072500954322526,3.74303775853034e-05,0.0002093873193082,0.0072500954072746,5.07281600578423e-08,0.126627175566218,0.0,0.921481623746268,0,8337,179.99999999999994,0.0,0.2347797927725323,4.1537514495550365
5,high,2.14198063730464e-08,0.0085033234208822,4.14109168602091e-05,0.000201365143846,0.0085033020010758,2.28985805870212,0,0,-0.0014747411113375,0.0027903758401195,2.5612749894909702e-24,2.91485770465488e-05,0.004265116951457,0,-0.0023427591325339,0.0031625193789859,5.84622849089589e-23,4.19171270237146e-05,0.0055052785115198,0,-0.0016104758134008,0.0027910904185277,-1.0168654077175299e-22,5.53924754639191e-05,0.0044015662319285,0,3.7667587176610797e-11,0.0131486804999749,3.3304487668596e-05,0.0002290426416637,0.0131486804623073,5.89339705318783e-08,0.123987154737411,0.0,0.935328400467996,0,8337,179.99999999999994,0.0,0.2347797927724865,4.153751449554927
6,high,1.7444172328851e-08,0.0158293433487415,6.2439040542147e-05,0.0003224616394955,0.0158293259045692,3.45262918581856,0,0,-0.0028025145270997,0.0052549196490809,-2.1853450196979902e-23,4.71501488592203e-05,0.0080574341761806,0,-0.0050520047377737,0.0061711065096266,3.04215905958318e-23,7.29751974233006e-05,0.0112231112474003,0,-0.0034206534469798,0.0055756422585732,-2.4972129861105297e-22,0.0001132735715375,0.008996295705553,0,4.22084526494538e-11,0.0257767043490604,4.82799069662909e-05,0.0003773578175333,0.0257767043068519,1.63357963228446e-07,0.198044004324829,0.4,0.941051103610351,0,8337,179.99999999999994,0.0,0.2347797927707806,4.15375144955504
7,high,1.55641437515897e-08,0.0106443651020527,4.9717003054905e-05,0.0002623734636324,0.0106443495379089,2.74915140092403,0,0,-0.0014826519284712,0.0026662807191197,1.81362184059306e-24,3.56838415039535e-05,0.004148932647591,0,-0.0027272965954078,0.0039381258220924,4.45631725678456e-23,5.21937412358218e-05,0.0066654224175003,0,-0.0024859837218404,0.0040475944681821,-2.12450211575441e-22,8.11869913099496e-05,0.0065335781900225,0,2.6054390565442295e-11,0.0143154408853295,3.8906724434858e-05,0.0002806364785612,0.0143154408592751,1.02963066277508e-07,0.167299669821134,0.5,0.943034523528733,0,8337,179.99999999999994,0.0,0.2347797927687087,4.153751449555637
8,high,1.44579690442015e-08,0.0099929524585604,4.47094011101729e-05,0.0002433288677761,0.0099929380005914,2.47225104378812,0,0,-0.0014055674719303,0.0025623132154394,-1.74287698160209e-23,3.29747521295131e-05,0.0039678806873697,0,-0.0029634064264584,0.0034105042776202,3.15286997916319e-23,4.74414328522644e-05,0.0063739107040787,0,-0.0022399462618936,0.003738473855229,-1.36320912939258e-22,7.9990814578344e-05,0.0059784201171227,0,5.97933077340377e-11,0.0130039010725842,3.48254357667292e-05,0.0002516762334157,0.0130039010127909,9.16209181830246e-08,0.177030713441404,0.4,0.945232346495032,0,8337,179.99999999999994,0.0,0.2347797927701365,4.153751449555374
9,high,1.35090392205939e-08,0.0078505277633667,3.39667187758796e-05,0.0001770942075473,0.0078505142543274,1.87822368143104,0,0,-0.0012589494278364,0.0024146885117764,-6.23408374403578e-25,2.39000275857978e-05,0.0036736379396128,0,-0.0023506445362973,0.0028321558669007,-2.79659538820511e-23,3.60160640174524e-05,0.0051828004031981,0,-0.0018713204586949,0.0029271785071446,-5.6544189339436704e-24,6.01283521549857e-05,0.0047984989658396,0,5.56254978028854e-11,0.0118999718302795,2.79368377083063e-05,0.0001965672279328,0.011899971774654,4.84390683877097e-08,0.178223889919924,0.4,0.941329160813764,0,8337,179.99999999999994,0.0,0.2347797927711244,4.153751449555339
10,high,1.5446596890456e-08,0.0051165162585675,1.97915290117297e-05,9.9556605311436e-05,0.0051165008119706,1.09439238823261,0,0,-0.0009187546339581,0.0012430841882,-1.14957813071286e-24,1.45344286333312e-05,0.0021618388221581,0,-0.0013242746312216,0.001585466993129,5.03547952961084e-24,2.21927019431849e-05,0.0029097416243506,0,-0.0004307067825627,0.0004291796967893,2.56407164748533e-24,1.89356151103693e-05,0.0008598864793521,0,7.640277843577029e-11,0.0090121374621182,1.83291757378492e-05,0.0001314219275334,0.0090121373857154,1.43822074194745e-08,0.165933520252292,0.4,0.934098142775848,0,8337,179.99999999999997,0.0,0.2347797927709179,4.153751449555312
